Name,Span,Matches,Innings,Not Outs,Runs,Highest Score,Average,BF,Strike Rate,Hundreds,Fifties,Ducks,Fours,Sixes
JN Frylinck (NAM),2019-2024,65,46,12,721,57*,21.20,671,107.45,0,1,2,50,17
MEK Hussey (AUS),2005-2012,38,30,11,721,60*,37.94,529,136.29,0,4,1,58,25
Muhammad Muneeb (Belg),2020-2024,32,32,2,717,73,23.90,607,118.12,0,4,5,70,26
SJ Baard (NAM),2019-2022,28,28,3,714,92,28.56,632,112.97,0,5,1,61,18
T Marumani (ZIM),2021-2024,42,42,2,713,86,17.82,550,129.63,0,3,4,76,28
PW Hasaranga (SL),2019-2025,79,67,14,712,71,13.43,552,128.98,0,2,8,71,16
RS Bopara (ENG),2008-2014,38,35,10,711,65*,28.44,599,118.69,0,3,0,54,17
NR Kumar (CAN/USA),2012-2024,36,32,4,711,83,25.39,567,125.39,0,4,2,51,25
J Mees (LUX),2019-2024,40,39,7,709,85,22.15,600,118.16,0,3,4,67,22
MK Pandey (IND),2015-2020,39,33,17,709,79*,44.31,562,126.15,0,3,2,49,19
W Niyitanga (RWN),2021-2024,61,60,5,708,55*,12.87,858,82.51,0,2,7,47,21
HC Brook (ENG),2022-2024,39,32,9,707,81*,30.73,484,146.07,0,3,0,57,30
PR Surve (INA),2022-2024,29,28,8,707,71*,35.35,646,109.44,0,3,1,54,19
R Bakum (GHA),2019-2024,42,41,4,706,71,19.08,609,115.92,0,4,4,48,33
JP Inglis (AUS),2022-2024,29,28,5,706,110,30.69,450,156.88,2,0,2,67,28
KD Shah (HKG),2014-2023,49,45,8,706,79,19.08,660,106.96,0,3,7,55,17
CK Kapugedera (SL),2006-2017,43,38,7,703,50,22.67,591,118.95,0,1,0,58,25
D Kansonkho (MWI),2019-2024,46,42,4,700,54,18.42,750,93.33,0,1,3,72,10
A Mansale (VAN),2019-2024,34,33,4,699,82,24.10,586,119.28,0,5,5,46,26
CJ Anderson (NZ/USA),2012-2024,42,34,6,697,94*,24.89,553,126.03,0,3,3,40,35
Naseem Khushi (OMA),2017-2024,51,39,3,696,69,19.33,442,157.46,0,3,4,46,50
N Vanua (PNG),2015-2024,58,47,10,696,71,18.81,510,136.47,0,3,9,32,47
Zeeshan Ali (HKG),2022-2024,44,35,11,695,70,28.95,498,139.55,0,4,2,63,27
S Adedeji (NGA),2019-2024,43,40,6,692,68,20.35,801,86.39,0,3,3,56,16
AGS Gous (USA),2024-2024,23,22,1,692,81,32.95,475,145.68,0,6,1,59,38
Karim Janat (AFG),2016-2024,67,48,9,691,56*,17.71,596,115.93,0,4,4,49,28
KD Karthik (ICC/IND),2006-2022,60,48,22,686,55,26.38,481,142.61,0,1,3,71,28
Towhid Hridoy (BAN),2023-2024,32,29,5,684,63*,28.50,530,129.05,0,3,1,48,29
O Harvey (GHA),2021-2024,42,38,5,683,107*,20.69,695,98.27,1,1,3,53,17
Saqlain Arshad (QAT),2019-2024,31,30,1,683,76,23.55,530,128.86,0,3,2,85,21
RW Chakabva (ZIM),2008-2022,49,49,2,682,48,14.51,557,122.44,0,0,11,59,27
Shadab Khan (PAK),2017-2024,104,52,14,679,52,17.86,486,139.71,0,1,6,44,34
J Rasu (VAN),2019-2024,39,38,4,675,74,19.85,612,110.29,0,2,4,48,24
TS Bharaj (DEN),2019-2024,32,31,2,674,63*,23.24,568,118.66,0,5,1,56,16
T Bavuma (SA),2019-2023,36,35,4,670,72,21.61,567,118.16,0,1,6,62,16
T Stubbs (SA),2022-2024,35,29,6,670,76,29.13,497,134.80,0,2,3,57,28
KC D'Souza (BUL),2020-2022,36,33,9,669,92*,27.87,432,154.86,0,2,3,43,44
CJ Chibhabha (ZIM),2006-2020,36,35,0,667,67,19.05,609,109.52,0,5,4,78,13
JH Kallis (SA),2005-2012,25,23,4,666,73,35.05,558,119.35,0,5,0,56,20
AP Yadav (THA),2023-2024,27,27,5,666,79*,30.27,576,115.62,0,4,2,75,12
BJ Bennett (ZIM),2023-2024,27,27,2,660,91,26.40,464,142.24,0,3,3,74,25
TLW Cooper (NED),2012-2022,33,32,4,659,81*,23.53,509,129.46,0,3,3,62,22
SKS Gill (LUX),2022-2024,29,29,2,657,64,24.33,650,101.07,0,2,4,57,12
KJ Stagno (GIBR),2022-2024,25,24,1,656,101,28.52,370,177.29,1,3,2,41,56
A Ashokan (CZK-R),2019-2023,31,30,6,655,55*,27.29,580,112.93,0,3,0,31,26
Ravinderpal Singh (CAN),2019-2024,35,30,6,655,101,27.29,451,145.23,1,1,3,46,36
DJM Short (AUS),2018-2020,23,23,2,642,76,30.57,540,118.88,0,4,1,71,15
D Doyle-Calle (ESP),2022-2024,30,28,4,640,72,26.66,486,131.68,0,3,0,49,30
PW Borren (NED),2008-2017,43,38,5,638,57,19.33,524,121.75,0,1,2,60,18
D Ramdin (WI),2006-2019,71,50,16,636,55*,18.70,551,115.42,0,1,3,51,19
RD Gaikwad (IND),2021-2024,23,20,4,633,123*,39.56,441,143.53,1,4,1,65,24
Mohammad Nadeem (OMA),2015-2024,59,41,10,630,77*,20.32,564,111.70,0,2,1,43,17
ST Jayasuriya (SL),2006-2011,31,30,3,629,88,23.29,487,129.15,0,4,4,76,23
SSM Stanislaus (MLT),2020-2024,40,35,4,627,62,20.22,607,103.29,0,1,1,43,23
Khawar Ali (OMA),2015-2022,41,35,3,626,72*,19.56,635,98.58,0,2,2,67,15
D Wiese (NAM/SA),2013-2024,54,40,14,624,66*,24.00,488,127.86,0,3,3,35,30
Aaron Jones (USA),2019-2024,39,36,9,621,94*,23.00,561,110.69,0,2,1,35,31
MR Swart (NED),2012-2016,26,25,2,621,89,27.00,537,115.64,0,4,1,53,16
H Singh (GER),2019-2024,36,32,6,619,70,23.80,487,127.10,0,3,1,60,14
IO Okpe (NGA),2019-2024,63,52,9,617,65*,14.34,579,106.56,0,2,3,21,25
NT Tilak Varma (IND),2023-2024,20,19,7,616,120*,51.33,382,161.25,2,2,2,50,36
Yasim Murtaza (HKG),2022-2024,47,40,4,614,58,17.05,515,119.22,0,2,1,49,25
MN Waller (ZIM),2011-2018,32,31,8,613,68,26.65,443,138.37,0,1,2,42,28
CV Anto (KUW),2023-2024,33,33,5,612,75,21.85,412,148.54,0,2,0,36,45
J Bulele (MOZ),2019-2022,27,27,2,612,62*,24.48,654,93.57,0,4,2,79,2
Ayaan Khan (OMA),2021-2024,42,37,5,607,53*,18.96,562,108.00,0,1,1,38,18
R Obuya (UGA),2023-2024,32,30,3,607,83,22.48,494,122.87,0,4,4,52,29
NG Collins (FIN),2019-2023,24,24,1,604,79,26.26,612,98.69,0,4,0,52,8
Mohammed Rizlan (QAT),2019-2024,44,37,8,598,72*,20.62,528,113.25,0,3,4,36,32
Noor Ali Zadran (AFG),2010-2023,23,23,1,597,63,27.13,586,101.87,0,4,1,55,9
Adil Butt (SWZ),2022-2024,20,20,1,596,88*,31.36,416,143.26,0,5,2,68,21
Salman Butt (PAK),2007-2010,24,23,2,595,74,28.33,551,107.98,0,3,1,66,10
PM Seelaar (NED),2008-2021,77,46,12,591,96*,17.38,532,111.09,0,1,1,43,12
Janak Prakash (SGP),2019-2024,43,41,12,588,56,20.27,467,125.91,0,1,2,37,24
DJG Sammy (WI/World),2007-2017,68,52,18,587,42*,17.26,398,147.48,0,0,3,45,31
BA Stokes (ENG),2011-2022,43,36,9,585,52*,21.66,457,128.00,0,1,1,42,22
PD Collingwood (ENG/World),2005-2017,36,33,2,583,79,18.80,459,127.01,0,3,3,37,24
DR Smith (WI),2006-2015,33,32,0,582,72,18.18,474,122.78,0,3,1,62,31
P Baron (Arg),2019-2024,28,26,3,581,69*,25.26,501,115.96,0,4,0,62,16
Bilal Tahir (KUW),2019-2024,52,42,11,578,40*,18.64,426,135.68,0,0,4,36,38
P Mishra (BUL),2019-2024,50,46,4,578,55,13.76,481,120.16,0,3,4,37,44
Saim Hussain (BUL),2022-2023,18,17,2,578,108*,38.53,394,146.70,1,4,1,51,26
Shubman Gill (IND),2023-2024,21,21,2,578,126*,30.42,415,139.27,1,3,1,60,22
SB Styris (NZ),2005-2010,31,29,2,578,66,21.40,483,119.66,0,1,0,40,25
Asif Ali (PAK),2018-2023,58,51,13,577,41*,15.18,431,133.87,0,0,4,27,37
V Ganesan (GER),2019-2024,47,40,9,577,61*,18.61,546,105.67,0,2,1,60,1
VB Chikkannaiah (GER),2019-2023,27,27,2,575,81*,23.00,571,100.70,0,4,1,47,14
SA Ahmad (DEN),2019-2024,33,29,4,574,66,22.96,543,105.70,0,3,1,53,11
B Ward (JER),2019-2024,40,32,9,573,58*,24.91,437,131.12,0,1,1,33,31
JA Morkel (SA),2005-2015,50,38,11,572,43,21.18,402,142.28,0,0,1,29,39
Dylan Steyn (CZK-R),2022-2024,21,21,0,568,106,27.04,429,132.40,1,2,0,68,8
Selim Salau (NGA),2024-2024,20,19,0,565,112,29.73,515,109.70,1,0,0,58,11
NR Kirton (CAN),2019-2024,25,25,5,564,69*,28.20,471,119.74,0,2,0,36,20
Mohammad Ihsan (ESP),2022-2024,21,21,5,562,102*,35.12,356,157.86,1,1,0,60,30
TW Nightingale (GUE),2020-2024,30,28,2,562,73,21.61,443,126.86,0,2,1,44,22
AM Tribe (JER),2021-2024,25,23,2,560,73*,26.66,448,125.00,0,4,1,53,18
Aritra Dutta (SGP),2019-2024,25,25,0,559,122,22.36,408,137.00,1,2,1,54,30
SKA Awiah (GHA),2021-2024,40,34,4,559,96*,18.63,601,93.01,0,2,4,52,11
MO Kitunda (TAN),2021-2024,55,45,3,559,46,13.30,596,93.79,0,0,5,45,17
MD Patel (USA),2019-2024,34,30,2,555,68,19.82,446,124.43,0,3,1,67,16
IK Gamantika (INA),2022-2024,44,38,7,554,78*,17.87,581,95.35,0,1,1,37,17
Imad Wasim (PAK),2015-2024,75,50,15,554,64*,15.82,426,130.04,0,1,6,55,12
Manan Ali (KSA),2023-2024,35,32,6,554,52*,21.30,404,137.12,0,1,3,29,36
Adnan Idrees (KUW),2019-2024,42,37,2,553,80,15.80,410,134.87,0,3,6,66,23
M Levitt (NED),2024-2024,18,17,1,552,135,34.50,384,143.75,1,4,1,51,30
MJ Lumb (ENG),2010-2014,27,27,1,552,63,21.23,413,133.65,0,3,1,64,21
SO Ngoche (KENYA),2010-2024,98,60,19,552,41*,13.46,499,110.62,0,0,8,44,18
FA Cossa (MOZ),2019-2024,37,31,10,550,68,26.19,460,119.56,0,3,4,52,28
GA Priandana (INA),2022-2024,35,34,3,550,65*,17.74,538,102.23,0,3,4,56,19
Hamza Dar (ESP),2019-2024,28,26,7,547,70*,28.78,408,134.06,0,3,2,40,25
S Singh (KENYA),2021-2024,42,34,7,545,54*,20.18,508,107.28,0,1,2,64,3
Mohamed Rishwan (MDV),2019-2024,36,34,1,544,67,16.48,592,91.89,0,3,3,45,22
HS Gericke (MLT),2020-2022,21,20,0,541,91,27.05,330,163.93,0,4,0,46,22
Karim Sadiq (AFG),2010-2018,36,36,0,538,72,14.94,493,109.12,0,1,4,61,10
NM Odhiambo (KENYA),2010-2024,64,41,7,538,67,15.82,514,104.66,0,2,6,43,13
R Shepherd (WI),2020-2024,53,34,14,537,44*,26.85,386,139.11,0,0,3,25,39
ND Laegsgaard (DEN),2019-2024,29,28,5,533,91,23.17,360,148.05,0,3,5,47,30
RN ten Doeschate (NED),2008-2021,24,23,10,533,59,41.00,401,132.91,0,3,2,27,19
Iqbal Hossain (Aut),2021-2023,25,21,0,532,71,25.33,328,162.19,0,3,3,49,38
AV Lazarus (THA),2024-2024,23,22,4,532,95,29.55,442,120.36,0,4,0,42,23
Talha Khan (GER),2019-2023,28,28,5,532,69*,23.13,514,103.50,0,3,4,43,12
G Kansonkho (MWI),2019-2024,44,35,4,530,52,17.09,624,84.93,0,1,2,58,2
Imran Ali Butt (BHR),2019-2024,27,25,1,529,62,22.04,534,99.06,0,4,4,43,17
Muhammad Amir (MAS),2019-2024,50,39,2,529,80,14.29,504,104.96,0,2,4,47,14
M Taylor (Bhm),2021-2024,23,23,0,528,67,22.95,500,105.60,0,3,3,47,26
C Kieswetter (ENG),2010-2012,25,25,1,526,63,21.91,470,111.91,0,3,2,47,23
Raza Iqbal (NOR),2019-2024,31,31,3,524,64*,18.71,445,117.75,0,4,4,65,10
SR Bhudia (KENYA),2019-2024,44,33,5,523,50*,18.67,443,118.05,0,1,2,49,13
Zeeshan Kukikhel (HUN),2021-2023,15,15,0,522,137,34.80,316,165.18,1,3,0,61,27
M Akayezu (RWN),2021-2024,87,71,7,520,51,8.12,508,102.36,0,1,11,35,25
J Barker (LUX),2019-2024,36,31,9,519,48,23.59,530,97.92,0,0,2,41,3
F Behardien (SA),2012-2018,38,30,14,518,64*,32.37,404,128.21,0,1,1,37,16
M van Lingen (NAM),2021-2024,30,27,0,518,67,19.18,447,115.88,0,2,2,61,14
M Coetzee (HKG),2023-2024,28,26,0,517,102,19.88,387,133.59,1,3,2,71,12
TWM Latham (NZ),2012-2023,26,23,3,516,65*,25.80,474,108.86,0,3,1,42,8
CN Ackermann (NED),2019-2024,25,25,4,515,62,24.52,449,114.69,0,1,2,38,11
RA Jadeja (IND),2009-2024,74,41,17,515,46*,21.45,405,127.16,0,0,3,39,14
MJ Richardson (GER),2019-2023,25,24,7,511,61*,30.05,492,103.86,0,2,0,47,5
V Sibanda (ZIM),2007-2016,26,26,1,511,59,20.44,503,101.59,0,1,3,52,11
A Ferguson (Arg),2019-2024,26,23,8,510,86*,34.00,549,92.89,0,3,2,51,4
LM Jongwe (ZIM),2015-2024,65,48,15,509,35,15.42,419,121.47,0,0,4,45,15
RK Singh (IND),2023-2024,30,22,11,507,69*,46.09,307,165.14,0,3,1,40,30
C Chatphaisan (THA),2022-2024,37,35,3,505,70*,15.78,487,103.69,0,2,8,49,12
C de Grandhomme (NZ),2012-2021,41,39,7,505,59,15.78,365,138.35,0,3,6,27,30
Haider Ali (PAK),2020-2023,35,32,3,505,68,17.41,405,124.69,0,3,3,43,22
Nawroz Mangal (AFG),2010-2017,32,32,4,505,65*,18.03,453,111.47,0,2,4,42,19
PV Vuniwaqa (Fiji),2022-2024,16,16,1,505,72*,33.66,327,154.43,0,2,1,42,37
Umer Toor (BHR),2022-2024,33,33,1,501,72,15.65,434,115.43,0,2,4,40,28
Imran Nazir (PAK),2007-2012,25,24,1,500,72,21.73,370,135.13,0,3,2,59,22
T Jamtsho (BHU),2019-2024,28,28,4,500,66*,20.83,431,116.00,0,3,5,41,26
IDM Latin (GIBR),2022-2024,25,25,4,498,89,23.71,402,123.88,0,2,2,34,24
AR Patel (IND),2015-2024,66,40,15,498,65,19.92,350,142.28,0,1,2,37,23
Saim Ayub (PAK),2023-2024,27,25,2,498,98*,21.65,361,137.95,0,1,3,60,22
B McMullen (SCOT),2023-2024,16,15,2,497,96,38.23,334,148.80,0,6,0,39,26
S Periyalwar (ROM),2019-2024,34,29,10,497,105*,26.15,458,108.51,1,2,3,49,10
T Perera (BOT),2019-2024,30,27,6,496,48*,23.61,490,101.22,0,0,3,46,15
JK Vifah (GHA),2019-2024,31,31,3,496,63*,17.71,448,110.71,0,3,1,44,12
TP Visee (NED),2015-2021,31,31,0,496,78,16.00,339,146.31,0,3,5,68,17
YSD Seneveratne (CAY),2019-2024,18,18,3,495,150*,33.00,407,121.62,1,3,1,40,27
Aarif Sheikh (NEP),2018-2024,41,32,6,494,39*,19.00,454,108.81,0,0,3,47,10
ZE Green (NAM),2019-2024,61,42,9,494,52*,14.96,479,103.13,0,1,4,44,9
Shafiqullah (AFG),2010-2019,46,42,12,494,51*,16.46,340,145.29,0,1,5,35,31
M Simpson-Parker (Aut),2019-2024,37,30,2,494,65*,17.64,488,101.22,0,3,4,42,10
A Dizija (SRB),2022-2024,25,24,0,493,92,20.54,454,108.59,0,4,3,45,17
RE van der Merwe (NED/SA),2009-2024,60,40,18,493,75*,22.40,384,128.38,0,2,7,38,14
DK Kesuma (INA),2023-2024,27,25,1,492,117*,20.50,423,116.31,1,0,0,56,19
JO Holder (WI),2014-2024,63,44,14,491,38,16.36,380,129.21,0,0,7,30,27
MJ Clarke (AUS),2005-2010,34,28,5,488,67,21.21,473,103.17,0,1,2,29,10
AE Paraam (SGP),2019-2024,17,15,5,485,100*,48.50,341,142.22,1,3,1,47,16
G Burrows (IOM),2020-2024,21,20,5,484,69*,32.26,432,112.03,0,4,2,39,10
Ahmad Ramdoni (INA),2022-2024,47,39,14,483,35*,19.32,585,82.56,0,0,1,38,13
IDA Damarell (GUE),2020-2024,27,25,3,483,52,21.95,425,113.64,0,2,2,50,10
Aamir Kaleem (OMA),2015-2024,41,33,5,481,46*,17.17,426,112.91,0,0,5,43,13
DC Smith (PHI),2019-2024,30,29,2,481,68,17.81,457,105.25,0,1,3,41,13
N Dickwella (SL),2016-2021,28,27,1,480,68,18.46,366,131.14,0,1,2,61,9
D Myers (ZIM),2021-2024,24,24,2,479,96,21.77,381,125.72,0,2,2,44,14
SW Billings (ENG/ICC),2015-2022,37,33,5,478,87,17.07,368,129.89,0,2,1,41,16
K Irakoze (RWN),2021-2024,75,56,9,478,60,10.17,450,106.22,0,1,13,33,20
Bilal Zalmai (Aut),2019-2024,14,13,3,477,111*,47.70,271,176.01,1,2,0,46,29
Gulsan Jha (NEP),2022-2024,38,30,9,477,54,22.71,341,139.88,0,1,1,28,31
Mohammad Nawaz (3) (PAK),2016-2024,60,38,12,477,45*,18.34,355,134.36,0,0,4,38,24
R Pathan (CAN),2021-2024,14,14,2,477,107*,39.75,303,157.42,1,3,3,51,21
S Thakor (TAN),2021-2024,58,44,9,477,44,13.62,333,143.24,0,0,7,44,25
Anjar Tadarus (INA),2022-2024,43,40,5,475,43,13.57,545,87.15,0,0,7,47,11
L Lamin (SLE),2021-2024,37,33,10,475,52*,20.65,502,94.62,0,1,4,28,21
Azmatullah Omarzai (AFG),2022-2024,47,37,4,474,34,14.36,427,111.00,0,0,4,30,18
JDP Oram (NZ),2005-2012,36,30,7,474,66*,20.60,339,139.82,0,2,3,38,22
GJ Bailey (AUS/World),2012-2017,30,26,7,473,63,24.89,346,136.70,0,2,1,37,20
E Sebareme (RWN),2021-2024,65,54,14,468,34,11.70,493,94.92,0,0,5,33,11
Azhar Andani (PORT),2021-2024,15,15,1,467,100,33.35,395,118.22,1,2,0,48,7
Rashid Khan (AFG/ICC),2015-2024,96,59,25,467,48*,13.73,370,126.21,0,0,7,31,28
NJ O'Brien (IRE),2008-2016,30,28,2,466,50,17.92,475,98.10,0,1,0,40,7
N Mugabe (KENYA),2023-2024,25,24,5,464,71,24.42,421,110.21,0,3,4,39,16
Najjam Shahzad (PORT),2019-2024,27,24,6,464,53*,25.77,338,137.27,0,1,3,31,31
JEC Franklin (NZ),2006-2013,38,31,8,463,60,20.13,391,118.41,0,2,2,28,23
JM Vince (ENG),2015-2022,17,17,0,463,59,27.23,361,128.25,0,2,0,47,14
PK Matautaava (VAN),2019-2024,28,28,2,462,103,17.76,363,127.27,1,1,6,31,26
M Campopiano (ITA),2022-2024,19,17,5,461,87*,38.41,372,123.92,0,3,1,38,14
Lakshit Gupta (CAM),2023-2024,27,27,2,458,62,18.32,480,95.41,0,2,1,34,14
JD Ryder (NZ),2008-2014,22,21,1,457,62,22.85,358,127.65,0,3,2,47,18
Karan KC (NEP),2015-2024,75,43,14,453,45,15.62,293,154.60,0,0,3,21,38
B Niaz (Belg),2021-2024,26,22,3,452,72*,23.78,368,122.82,0,2,4,28,28
Saud Islam (UGA),2021-2021,20,19,2,452,75,26.58,426,106.10,0,3,4,43,9
H Thaker (CAN),2019-2024,35,27,5,451,47,20.50,371,121.56,0,0,0,28,18
JJ Huo (MOZ),2019-2024,37,36,8,450,34,16.07,445,101.12,0,0,4,48,10
Mohammad Ashraful (BAN),2007-2013,23,23,0,450,65,19.56,356,126.40,0,2,2,48,11
Rameez Shahzad (UAE),2016-2019,22,21,3,449,54,24.94,404,111.13,0,1,2,37,13
JJ Atkinson (HKG),2014-2024,29,27,4,448,68*,19.47,391,114.57,0,3,5,46,14
S Dube (IND),2019-2024,33,24,9,448,63*,29.86,332,134.93,0,3,1,27,24
Anamul Haque (BAN),2012-2022,20,20,2,445,58,24.72,395,112.65,0,1,1,46,14
Nurul Hasan (BAN),2016-2022,46,41,14,445,42*,16.48,376,118.35,0,0,4,27,16
SA Jumbe (TAN),2021-2024,56,42,11,444,76*,14.32,414,107.24,0,1,5,33,20
Mirza Ahsan (Aut),2019-2023,30,27,6,443,70*,21.09,271,163.46,0,4,1,31,25
E Niyomugabo (RWN),2021-2023,48,45,3,442,61,10.52,444,99.54,0,2,6,26,15
Younis Khan (PAK),2006-2010,25,23,3,442,51,22.10,364,121.42,0,2,2,31,12
Hisham Shaikh (KSA),2021-2024,35,26,7,440,47*,23.15,459,95.86,0,0,1,27,3
CJ Jordan (ENG),2014-2024,95,57,25,439,36,13.71,340,129.11,0,0,3,31,21
B Masaba (UGA),2019-2024,63,39,13,439,37*,16.88,429,102.33,0,0,3,44,8
OJ Hairs (SCOT),2019-2024,27,27,3,438,127*,18.25,257,170.42,1,1,5,40,31
C Madande (ZIM),2022-2024,35,28,6,437,53*,19.86,375,116.53,0,1,2,37,13
I Takahashi (JPN),2022-2024,37,33,5,436,39*,15.57,357,122.12,0,0,4,36,16
Waji Ul Hassan (KSA),2024-2024,24,19,3,434,115*,27.12,339,128.02,1,2,1,36,16
SA Okpe (NGA),2019-2024,60,42,11,433,45*,13.96,432,100.23,0,0,4,26,18
MA Baig (MWI),2019-2024,39,29,8,428,74,20.38,455,94.06,0,1,3,40,6
Faisal Mubashir (GER),2021-2024,23,20,7,428,57*,32.92,421,101.66,0,1,2,33,6
Jaspal Singh (MLT),2023-2024,24,24,4,428,65*,21.40,384,111.45,0,3,2,33,21
SE Rutherford (WI),2018-2024,28,23,6,428,68*,25.17,299,143.14,0,2,2,26,29
J Bangura (SLE),2021-2024,38,33,2,426,46,13.74,585,72.82,0,0,5,32,3
Junaid Aziz (BHR),2020-2024,41,29,8,424,52,20.19,381,111.28,0,1,1,35,18
S Nadigotla (ROM),2019-2024,35,28,1,422,55,15.62,372,113.44,0,1,1,36,13
T Tshose (BOT),2019-2024,39,31,6,420,60,16.80,325,129.23,0,1,4,29,18
Ali Masood (EST),2021-2024,23,23,1,419,69*,19.04,422,99.28,0,2,1,40,9
PL Mommsen (SCOT),2012-2016,24,19,7,419,68*,34.91,329,127.35,0,2,1,32,11
Usman Khan (Fran),2021-2024,22,20,4,419,63*,26.18,352,119.03,0,3,2,43,9
VS Padhaal (FIN),2019-2024,31,30,3,418,58,15.48,416,100.48,0,1,3,37,8
S Ivetic (SRB),2022-2024,14,14,4,417,65*,41.70,423,98.58,0,3,0,30,13
AC Douglas (BER),2019-2023,21,19,1,416,74,23.11,293,141.97,0,2,1,39,26
Kuldeep (PORT),2022-2023,14,14,1,416,80,32.00,257,161.86,0,3,0,39,25
JN Loftie-Eaton (NAM),2021-2024,39,27,4,414,101,18.00,317,130.59,1,0,3,37,19
JP Kaltapau (VAN),2022-2024,25,23,3,412,60,20.60,416,99.03,0,1,3,34,5
RL Chase (WI),2021-2024,32,24,6,410,67*,22.77,356,115.16,0,2,4,34,11
Aziz Mohammad (Belg),2019-2024,19,19,1,408,72,22.66,290,140.68,0,3,2,37,27
MW Machan (SCOT),2013-2016,13,13,3,407,67*,40.70,318,127.98,0,3,0,37,7
WU Tharanga (SL),2006-2018,26,26,1,407,47,16.28,330,123.33,0,0,3,42,12
TS Fray (BER),2019-2024,29,27,4,406,62*,17.65,443,91.64,0,1,3,33,7
Maaz Khan (LES),2021-2024,23,22,1,406,68*,19.33,279,145.51,0,3,6,37,21
Sharjeel Khan (PAK),2013-2021,21,18,0,406,59,22.55,305,133.11,0,2,0,53,15
B Bhandari (NEP),2014-2024,40,31,7,405,58*,16.87,353,114.73,0,2,1,32,16
DM Bravo (WI),2010-2022,26,22,3,405,43*,21.31,379,106.86,0,0,3,32,14
EC Joyce (ENG/IRE),2006-2014,18,15,3,405,78*,33.75,431,93.96,0,1,0,30,5
R Chopra (UAE),2024-2024,17,14,4,404,80,40.40,326,123.92,0,3,0,33,14
BJ Haddin (AUS),2006-2014,34,29,6,402,47,17.47,351,114.52,0,0,2,30,13
RT Ponting (AUS),2005-2009,17,16,2,401,98*,28.64,302,132.78,0,2,2,41,11
HH Gibbs (SA),2005-2010,23,23,1,400,90*,18.18,318,125.78,0,3,4,45,12
Aqib Iqbal (Aut),2019-2024,43,28,8,396,60,19.80,350,113.14,0,2,2,32,11
GE Ngegba (SLE),2022-2024,28,28,6,396,72*,18.00,407,97.29,0,1,5,41,3
MTMMJ Ave (COK),2022-2024,12,12,5,395,92*,56.42,333,118.61,0,3,0,36,15
A McAuley (IOM),2020-2024,23,22,1,395,50,18.80,433,91.22,0,1,2,32,2
Mohammad Ahnaff (QAT),2023-2024,19,18,3,395,60*,26.33,349,113.18,0,3,0,29,20
Shan Masood (PAK),2022-2022,19,17,4,395,65*,30.38,324,121.91,0,3,2,30,7
R Tari (VAN),2019-2024,38,35,9,395,56,15.19,370,106.75,0,1,5,18,13
Hussain Talat (PAK),2018-2021,18,18,2,394,63,24.62,333,118.31,0,2,1,37,5
DK Mathias (BHR),2022-2022,16,16,4,394,61,32.83,365,107.94,0,2,0,25,21
V Sehwag (IND),2006-2012,19,18,0,394,68,21.88,271,145.38,0,2,1,43,16
Tenjin Rabgey (BHU),2022-2024,27,27,1,394,57*,15.15,491,80.24,0,2,4,33,7
Abdul Razzaq (PAK),2006-2013,32,29,10,393,46*,20.68,337,116.61,0,0,2,21,21
Habib Khan (EST),2021-2024,17,15,0,392,60,26.13,324,120.98,0,3,1,28,18
Omar Rassol (BUL),2021-2024,24,23,4,392,99*,20.63,313,125.23,0,3,2,30,25
Shiraz Khan (KUW),2019-2024,53,34,14,392,50*,19.60,397,98.74,0,1,2,17,18
RM Dorji (BHU),2019-2024,26,26,1,391,57,15.64,412,94.90,0,2,3,22,17
R Rohan (SGP),2019-2024,29,28,0,391,49,13.96,399,97.99,0,0,4,43,10
Saad Bin Zafar (CAN),2019-2024,49,26,11,390,33*,26.00,319,122.25,0,0,1,35,12
Mosaddek Hossain (BAN),2016-2022,33,31,10,389,48*,18.52,341,114.07,0,0,4,26,11
Rizwan Cheema (CAN),2008-2019,24,24,2,389,72,17.68,314,123.88,0,2,5,33,28
S Jora (NEP),2019-2024,31,25,5,388,56,19.40,328,118.29,0,3,1,23,15
Sheraz Sheikh (Belg),2021-2024,30,26,5,385,48,18.33,364,105.76,0,0,3,25,21
A Shreshta (NGA),2021-2023,22,21,2,385,76,20.26,393,97.96,0,1,1,36,5
M Shumba (ZIM),2020-2022,30,27,8,385,66*,20.26,356,108.14,0,1,0,23,13
WG Jacks (ENG),2022-2024,23,21,0,383,40,18.23,280,136.78,0,0,1,40,15
AA Onikoyi (NGA),2019-2023,29,27,3,383,52*,15.95,433,88.45,0,1,5,28,12
Sahil Chauhan (EST),2023-2024,13,12,5,382,144*,54.57,185,206.48,1,1,1,21,36
PHKD Mendis (SL),2018-2024,23,21,1,381,65*,19.05,311,122.50,0,2,2,39,13
T Sandeep (SWZ),2022-2024,20,20,4,381,68,23.81,361,105.54,0,2,1,46,4
WAE Burton (SRB),2021-2024,26,25,2,380,83,16.52,272,139.70,0,1,5,44,20
Tamoor Sajjad (QAT),2019-2020,16,15,4,380,68,34.54,280,135.71,0,1,1,31,15
R Mutumbami (ZIM),2015-2022,29,26,4,379,54,17.22,323,117.33,0,1,2,24,18
NMS Param (SGP),2019-2023,20,18,4,378,72*,27.00,323,117.02,0,2,1,32,10
RA Sealy (CAY),2022-2024,21,19,1,378,73*,21.00,270,140.00,0,2,0,23,24
